frecuencia_hz,y11_real_s,y11_imag_s,y11_mod_s,y11_fase_deg,y12_real_s,y12_imag_s,y12_mod_s,y12_fase_deg,y21_real_s,y21_imag_s,y21_mod_s,y21_fase_deg,y22_real_s,y22_imag_s,y22_mod_s,y22_fase_deg
52.480746,7.07767178e-16,8.35469594e-09,8.35469594000003e-09,89.99999514619414,-6.12042252e-16,-7.20055216e-09,7.200552160000025e-09,-90.00000487010401,-0.741398573,5.58178446e-08,0.7413985730000021,179.9999956863595,0.74142482,-4.47790256e-08,0.7414248200000013,-3.4604306578086578e-06
53.7031796,7.49400542e-16,8.5493018e-09,8.549301800000033e-09,89.99999497766143,-6.40886915e-16,-7.36827456e-09,7.368274560000028e-09,-90.0000049835433,-0.741398573,5.71180092e-08,0.7413985730000021,179.99999558588192,0.74142482,-4.5822063e-08,0.7414248200000013,-3.5410344348636245e-06
54.9540874,7.77156117e-16,8.74844063e-09,8.748440630000034e-09,89.99999491020544,-6.71090985e-16,-7.53990372e-09,7.53990372000003e-09,-90.00000509962496,-0.741398573,5.84484585e-08,0.7413985730000023,179.99999548306388,0.74142482,-4.6889396e-08,0.7414248200000014,-3.6235157257314374e-06
56.2341325,8.04911693e-16,8.95221799e-09,8.952217990000036e-09,89.9999948484227,-7.02718529e-16,-7.71553064e-09,7.715530640000031e-09,-90.00000521841048,-0.741398573,5.9809898e-08,0.7413985730000023,179.99999537785092,0.74142482,-4.79815904e-08,0.7414248200000014,-3.7079182542680775e-06
57.5439937,8.46545056e-16,9.16074193e-09,9.160741930000038e-09,89.99999470529143,-7.35836633e-16,-7.89524844e-09,7.895248440000033e-09,-90.00000533996287,-0.741398573,6.12030495e-08,0.7413985730000024,179.99999527018727,0.74142482,-4.90992252e-08,0.7414248200000016,-3.794286764398272e-06
58.8843655,8.8817842e-16,9.37412302e-09,9.37412302000004e-09,89.99999457134552,-7.70515545e-16,-8.0791524e-09,8.079152400000036e-09,-90.00000546434657,-0.741398573,6.26286517e-08,0.7413985730000027,179.99999516001574,0.74142482,-5.0242893e-08,0.7414248200000016,-3.882667051026674e-06
60.2559586,9.29811783e-16,9.5924744e-09,9.592474400000044e-09,89.99999444624102,-8.06828824e-16,-8.26734004e-09,8.267340040000039e-09,-90.00000559162757,-0.741398573,6.40874604e-08,0.7413985730000028,179.99999504727805,0.74142482,-5.14132004e-08,0.7414248200000018,-3.973105990949037e-06
61.6595002,9.71445147e-16,9.81591183e-09,9.815911830000048e-09,89.99999432964478,-8.44853495e-16,-8.45991112e-09,8.459911120000042e-09,-90.00000572187331,-0.741398573,6.55802491e-08,0.7413985730000028,179.99999493191433,0.74142482,-5.26107676e-08,0.7414248200000018,-4.065651511941036e-06
63.0957344,1.0269563e-15,1.00445538e-08,1.0044553800000051e-08,89.99999414207312,-8.84670213e-16,-8.65696777e-09,8.656967770000044e-09,-90.00000585515285,-0.741398573,6.71078093e-08,0.741398573000003,179.99999481386342,0.74142482,-5.38362298e-08,0.741424820000002,-4.160352700947382e-06
64.5654229,1.06858966e-15,1.02785215e-08,1.0278521500000055e-08,89.99999404333809,-9.26363436e-16,-8.85861445e-09,8.858614450000048e-09,-90.00000599153688,-0.741398573,6.8670951e-08,0.7413985730000031,179.9999946930628,0.74142482,-5.50902367e-08,0.741424820000002,-4.257259765442855e-06
