indice,b_scipy_float64,b_cmsis_float32_equivalente
954,6.03086761132886392e-05,6.03086773480754346e-05
955,5.54897066339305829e-19,5.54897053331064709e-19
956,-6.05849841261073017e-05,-6.05849854764528573e-05
957,-1.15504218213526158e-04,-1.15504219138529152e-04
958,-1.59344080069709338e-04,-1.59344082931056619e-04
959,-1.87752763420607208e-04,-1.87752768397331238e-04
960,-1.97871989940265574e-04,-1.97871995624154806e-04
961,-1.88624252697771293e-04,-1.88624253496527672e-04
962,-1.60826756515573989e-04,-1.60826763021759689e-04
963,-1.17120078215514364e-04,-1.17120078357402235e-04
964,-6.17176797061989911e-05,-6.17176774539984763e-05
965,1.08712241114990042e-17,1.08712245092006164e-17
966,6.20077983905834539e-05,6.20077989879064262e-05
967,1.18223762743520589e-04,1.18223761091940105e-04
968,1.63105419353713434e-04,1.63105418323539197e-04
969,1.92195947507053271e-04,1.92195948329754174e-04
970,2.02566462921610900e-04,2.02566458028741181e-04
971,1.93110547252268972e-04,1.93110550753772259e-04
972,1.64661439597210848e-04,1.64661440066993237e-04
973,1.19919553625477224e-04,1.19919553981162608e-04
974,6.31965233061214816e-05,6.31965231150388718e-05
975,6.49079294622965962e-18,6.49079279529438967e-18
976,-6.35008451360167777e-05,-6.35008473182097077e-05
977,-1.21077270039476707e-04,-1.21077267976943403e-04
978,-1.67051654891230746e-04,-1.67051650350913405e-04
979,-1.96857091748787701e-04,-1.96857086848467588e-04
980,-2.07490744552112842e-04,-2.07490738830529153e-04
981,-1.97816002947340171e-04,-1.97815999854356050e-04
982,-1.68683062144532261e-04,-1.68683065567165613e-04
983,-1.22855218474890470e-04,-1.22855213703587651e-04
984,-6.47471601825626032e-05,-6.47471606498584151e-05
985,1.14392366239647175e-18,1.14392368213364391e-18
986,6.50660728827273362e-05,6.50660731480456889e-05
987,1.24068441748483651e-04,1.24068435980007052e-04
988,1.71187875018763419e-04,1.71187872183509171e-04
989,2.01742169997501435e-04,2.01742164790630341e-04
990,2.12651107697721517e-04,2.12651109904982150e-04
991,2.02746577476279049e-04,2.02746581635437906e-04
992,1.72896685003059313e-04,1.72896689036861062e-04
993,1.25930744449551763e-04,1.25930746435187757e-04
994,6.63715178525278325e-05,6.63715181872248650e-05
995,-1.46567140293709194e-18,-1.46567140121535910e-18
996,-6.67054033899859713e-05,-6.67054046061821282e-05
997,-1.27200927651808452e-04,-1.27200924907810986e-04
998,-1.75519095356988430e-04,-1.75519089680165052e-04
999,-2.06857069055909606e-04,-2.06857075681909919e-04
1000,-2.18053732045048150e-04,-2.18053726712241769e-04
1001,-2.07908138339489551e-04,-2.07908131415024400e-04
1002,-1.77307290953702918e-04,-1.77307287231087685e-04
1003,-1.29149745540295765e-04,-1.29149746499024332e-04
1004,-6.80714929859950230e-05,-6.80714947520755231e-05
1005,1.19149267794354296e-17,1.19149270917149121e-17
1006,6.84207265360164876e-05,6.84207261656410992e-05
1007,1.30478315902817123e-04,1.30478321807458997e-04
1008,1.80050245341640462e-04,1.80050250492058694e-04
1009,2.12207572806615518e-04,2.12207567528821528e-04
1010,2.23704687373622239e-04,2.23704686504788697e-04
1011,2.13306446898699030e-04,2.13306440855376422e-04
1012,1.81919771116826213e-04,1.81919764145277441e-04
1013,1.32515768142828330e-04,1.32515764562413096e-04
1014,6.98489461890224365e-05,6.98489457136020064e-05
1015,6.65960803272337046e-18,6.65960795060727433e-18
1016,-7.02138950781531026e-05,-7.02138931956142187e-05
1017,-1.33904123038157473e-04,-1.33904119138605893e-04
1018,-1.84786154445716161e-04,-1.84786156751215458e-04
1019,-2.17799345980343353e-04,-2.17799344682134688e-04
1020,-2.29609916453317670e-04,-2.29609911912120879e-04
1021,-2.18947142077044238e-04,-2.18947141547687352e-04
1022,-1.86738911058499137e-04,-1.86738907359540462e-04
1023,-1.36032280942440550e-04,-1.36032278533093631e-04
1024,-7.17056966754811310e-05,-7.17056973371654749e-05
1025,2.83576243165880904e-18,2.83576249624052213e-18
1026,7.20867193032194458e-05,7.20867174095474184e-05
1027,1.37481783782652394e-04,1.37481780257076025e-04
1028,1.89731538120046573e-04,1.89731537830084562e-04
1029,2.23637917597238210e-04,2.23637922317720950e-04
1030,2.35775217600618024e-04,2.35775223700329661e-04
1031,2.24835723739107406e-04,2.24835719563998282e-04
1032,1.91769376626588613e-04,1.91769373486749828e-04
1033,1.39702664605263440e-04,1.39702664455398917e-04
1034,7.36435168375452001e-05,7.36435176804661751e-05
1035,-5.10613754913756831e-19,-5.10613732442885235e-19
1036,-7.40409615796225432e-05,-7.40409595891833305e-05
1037,-1.41214640668877806e-04,-1.41214637551456690e-04
1038,-1.94890983482225454e-04,-1.94890977581962943e-04
1039,-2.29728664115309383e-04,-2.29728670092299581e-04
1040,-2.42206226931587445e-04,-2.42206224356777966e-04
1041,-2.30977535785138554e-04,-2.30977530009113252e-04
1042,-1.97015699547814678e-04,-1.97015702724456787e-04
1043,-1.43530201297282936e-04,-1.43530196510255337e-04
1044,-7.56641267275056045e-05,-7.56641238695010543e-05
1045,1.31166921811562444e-17,1.31166923087595156e-17
1046,7.60783308223173069e-05,7.60783295845612884e-05
1047,1.45105933494323915e-04,1.45105936098843813e-04
1048,2.00268934784736055e-04,2.00268928892910480e-04
1049,2.36076792323539482e-04,2.36076797591522336e-04
1050,2.48908400349520567e-04,2.48908414505422115e-04
1051,2.37377748997752045e-04,2.37377753364853561e-04
1052,2.02482262816512914e-04,2.02482260647229850e-04
1053,1.47518064055432175e-04,1.47518061567097902e-04
1054,7.77691884622120841e-05,7.77691893745213747e-05
1055,2.13683571534267612e-17,2.13683565863741261e-17
1056,-7.82004768839670656e-05,-7.82004790380597115e-05
1057,-1.49158788639253874e-04,-1.49158790009096265e-04
1058,-2.05869678695511619e-04,-2.05869684577919543e-04
1059,-2.42687322017978339e-04,-2.42687325226143003e-04
1060,-2.55886995309526674e-04,-2.55886989179998636e-04
1061,-2.44041343679261499e-04,-2.44041337282396853e-04
1062,-2.08173285909747023e-04,-2.08173281862400472e-04
1063,-1.51669306033952819e-04,-1.51669300976209342e-04
1064,-7.99603005642980869e-05,-7.99603003542870283e-05
1065,-2.95098891659943716e-18,-2.95098896236431202e-18
1066,8.04089848843893279e-05,8.04089868324808776e-05
1067,1.53376208271112965e-04,1.53376211528666317e-04
1068,2.11697329424778257e-04,2.11697333725169301e-04
1069,2.49565068502028906e-04,2.49565055128186941e-04
1070,2.63147052401605170e-04,2.63147056102752686e-04
1071,2.50973092122018277e-04,2.50973098445683718e-04
1072,2.14092809862680725e-04,2.14092811802402139e-04
1073,1.55986849652908489e-04,1.55986854224465787e-04
1074,8.22389922523456446e-05,8.22389920358546078e-05
1075,1.78021889290387174e-18,1.78021882325752989e-18
1076,-8.27053694929554396e-05,-8.27053663670085371e-05
1077,-1.57761059460581745e-04,-1.57761052832938731e-04
1078,-2.17755813734986706e-04,-2.17755819903686643e-04
1079,-2.56714624952689217e-04,-2.56714614806696773e-04
1080,-2.70693376798467500e-04,-2.70693388301879168e-04
1081,-2.58177540953061484e-04,-2.58177547948434949e-04
1082,-2.20244682242243006e-04,-2.20244677620939910e-04
1083,-1.60473475674285070e-04,-1.60473471623845398e-04
1084,-8.46067176953275480e-05,-8.46067196107469499e-05
1085,2.12571399569857349e-17,2.12571404986551464e-17
1086,8.50910691768530096e-05,8.50910655572079122e-05
1087,1.62316063237324227e-04,1.62316064233891666e-04
1088,2.24048855870519279e-04,2.24048853851854801e-04
1089,2.64140344697852837e-04,2.64140340732410550e-04
1090,2.78530519613520429e-04,2.78530525974929333e-04
1091,2.65658993399093451e-04,2.65659007709473372e-04
1092,2.26632542055456288e-04,2.26632546400651336e-04
1093,1.65131812234830665e-04,1.65131816174834967e-04
1094,8.70648502447632453e-05,8.70648509589955211e-05
1095,2.36225959540636694e-17,2.36225958091485375e-17
1096,-8.75674404313790677e-05,-8.75674377311952412e-05
1097,-1.67043783612386642e-04,-1.67043777764774859e-04
1098,-2.30579962446781440e-04,-2.30579957133159041e-04
1099,-2.71846323449623814e-04,-2.71846336545422673e-04
1100,-2.86662759218364420e-04,-2.86662747384980321e-04
1101,-2.73421491516593251e-04,-2.73421494057402015e-04
1102,-2.33259804633301215e-04,-2.33259808737784624e-04
1103,-1.69964323862734253e-04,-1.69964318047277629e-04
1104,-8.96146766610973929e-05,-8.96146739250980318e-05
1105,2.93030389695588598e-18,2.93030386358135160e-18
1106,9.01357520061520415e-05,9.01357489055953920e-05
1107,1.71946616597640266e-04,1.71946623595431447e-04
1108,2.37352407337666419e-04,2.37352403928525746e-04
1109,2.79836381541718191e-04,2.79836385743692517e-04
1110,2.95094082568819055e-04,2.95094068860635161e-04
1111,2.81468798435654177e-04,2.81468790490180254e-04
1112,2.40129646529413940e-04,2.40129651501774788e-04
1113,1.74973300509113639e-04,1.74973305547609925e-04
1114,9.22573913482988543e-05,9.22573890420608222e-05
1115,8.19506089593591088e-18,8.19506113547821939e-18
1116,-9.27971791442175261e-05,-9.27971777855418622e-05
1117,-1.77026779250834319e-04,-1.77026784513145685e-04
1118,-2.44369216604058018e-04,-2.44369206484407187e-04
1119,-2.88114046218545064e-04,-2.88114038994535804e-04
1120,-3.03828166591575731e-04,-3.03828157484531403e-04
1121,-2.89804380665710276e-04,-2.89804389467462897e-04
1122,-2.47244990476316992e-04,-2.47244985075667500e-04
1123,-1.80160846623585673e-04,-1.80160845047794282e-04
1124,-9.49940906142235819e-05,-9.49940877035260201e-05
1125,3.14427058662607684e-17,3.14427067263044327e-17
1126,9.55527978485541738e-05,9.55528012127615511e-05
1127,1.82286298778326118e-04,1.82286297786049545e-04
1128,2.51633153504318761e-04,2.51633144216611981e-04
1129,2.96682534027130720e-04,2.96682526823133230e-04
1130,3.12868359682965703e-04,3.12868360197171569e-04
1131,2.98431390513914977e-04,2.98431375995278358e-04
1132,2.54608490441228291e-04,2.54608487011864781e-04
1133,1.85528870305873067e-04,1.85528871952556074e-04
1134,9.78257669718369990e-05,9.78257667156867683e-05
1135,-1.81581553096754879e-17,-1.81581546558395312e-17
1136,-9.84035791942811317e-05,-9.84035796136595309e-05
1137,-1.87727001725160813e-04,-1.87726996955461800e-04
1138,-2.59146703631416453e-04,-2.59146705502644181e-04
1139,-3.05544733361662779e-04,-3.05544730508700013e-04
1140,-3.22217663374879193e-04,-3.22217674693092704e-04
1141,-3.07352648666446885e-04,-3.07352660456672311e-04
1142,-2.62222516825677792e-04,-2.62222514720633626e-04
1143,-1.91079072564646977e-04,-1.91079074284061790e-04
1144,-1.00753303499044800e-04,-1.00753306469414383e-04
1145,4.90673664087860396e-18,4.90673654558136008e-18
1146,1.01350383701668431e-04,1.01350386103149503e-04
1147,1.93350503286455653e-04,1.93350497283972800e-04
1148,2.66912060219181755e-04,2.66912073129788041e-04
1149,3.14703187213820942e-04,3.14703182084485888e-04
1150,3.31878714221336447e-04,3.31878720317035913e-04
1151,3.16570626986080526e-04,3.16570629365742207e-04
1152,2.70089141852491391e-04,2.70089134573936462e-04
1153,1.96812936716455987e-04,1.96812936337664723e-04
1154,1.03777468273427446e-04,1.03777470940258354e-04
1155,1.32197312500409603e-17,1.32197308889427960e-17
1156,-1.04393955788357559e-04,-1.04393955552950501e-04
1157,-1.99158196770836312e-04,-1.99158195755444467e-04
1158,-2.74931109664384521e-04,-2.74931109743192792e-04
1159,-3.24160076180141012e-04,-3.24160064337775111e-04
1160,-3.41853765962486344e-04,-3.41853767167776823e-04
1161,-3.26087431577787258e-04,-3.26087436405941844e-04
1162,-2.78210125186350416e-04,-2.78210121905431151e-04
1163,-2.02731717956635896e-04,-2.02731724129989743e-04
1164,-1.06898908899796441e-04,-1.06898907688446343e-04
1165,2.44067990547050793e-17,2.44067994257957601e-17
1166,1.07534918317124807e-04,1.07534920971374959e-04
1167,2.05151243250232960e-04,2.05151241971179843e-04
1168,2.83205417308372669e-04,2.83205416053533554e-04
1169,3.33917201781683195e-04,3.33917210809886456e-04
1170,3.52144672020746649e-04,3.52144677890464664e-04
1171,3.35904786177064355e-04,3.35904798703268170e-04
1172,2.86586899832438782e-04,2.86586902802810073e-04
1173,2.08836433136606149e-04,2.08836427191272378e-04
1174,1.10118147147104944e-04,1.10118147858884186e-04
1175,-1.67742461801881293e-17,-1.67742467494525887e-17
1176,-1.10773767257256011e-04,-1.10773769847583026e-04
1177,-2.11330561428453042e-04,-2.11330567253753543e-04
1178,-2.91736213525378761e-04,-2.91736214421689510e-04
1179,-3.43975970148164601e-04,-3.43975960277020931e-04
1180,-3.62752868387686452e-04,-3.62752878572791815e-04
1181,-3.46024015913551190e-04,-3.46024025930091739e-04
1182,-2.95220558360253875e-04,-2.95220554107800126e-04
1183,-2.15127850779827246e-04,-2.15127845876850188e-04
1184,-1.13435573713426363e-04,-1.13435577077325433e-04
1185,6.66337466839396245e-18,6.66337451752653454e-18
1186,1.14110866476757901e-04,1.14110865979455411e-04
1187,2.17696817762478770e-04,2.17696811887435615e-04
1188,3.00524380162824653e-04,3.00524377962574363e-04
1189,3.54337376122636325e-04,3.54337389580905437e-04
1190,3.73679356957008627e-04,3.73679358744993806e-04
1191,3.56446031506020024e-04,3.56446020305156708e-04
1192,3.04111839497401692e-04,3.04111832519993186e-04
1193,2.21606481371131140e-04,2.21606474951840937e-04
1194,1.16851443135720687e-04,1.16851442726328969e-04
1195,1.70348499487429537e-17,1.70348500014374200e-17
1196,-1.17546442683720602e-04,-1.17546442197635770e-04
1197,-2.24250416869750283e-04,-2.24250412429682910e-04
1198,-3.09570437380326624e-04,-3.09570430545136333e-04
1199,-3.65001987838983678e-04,-3.65001993486657739e-04
1200,-3.84924689362605549e-04,-3.84924700483679771e-04
1201,-3.67171313941532234e-04,-3.67171305697411299e-04
1202,-3.13261115141428247e-04,-3.13261116389185190e-04
1203,-2.28272567951630969e-04,-2.28272561798803508e-04
1204,-1.20365868862905713e-04,-1.20365868497174233e-04
1205,3.75558513169873519e-17,3.75558526944795752e-17
1206,1.21080580533573917e-04,1.21080578537657857e-04
1207,2.30991492255913438e-04,2.30991485295817256e-04
1208,3.18874530933468546e-04,3.18874517688527703e-04
1209,3.75969931829172937e-04,3.75969917513430119e-04
1210,3.96488951376818108e-04,3.96488961996510625e-04
1211,3.78199899694849670e-04,3.78199911210685968e-04
1212,3.22668377834306290e-04,3.22668376611545682e-04
1213,2.35126077054588863e-04,2.35126077313907444e-04
1214,1.23978818508768993e-04,1.23978825286030769e-04
1215,-1.37475587560134301e-17,-1.37475589737159457e-17
1216,-1.24713217920841810e-04,-1.24713216791860759e-04
1217,-2.37919897395424501e-04,-2.37919899518601596e-04
1218,-3.28436419949179419e-04,-3.28436406562104821e-04
1219,-3.87240878712201051e-04,-3.87240870622918010e-04
1220,-4.08371747928382405e-04,-4.08371735829859972e-04
1221,-3.89531366540193361e-04,-3.89531371183693409e-04
1222,-3.32333228747328511e-04,-3.32333234837278724e-04
1223,-2.42166690014042335e-04,-2.42166686803102493e-04
1224,-1.27690109303808455e-04,-1.27690102090127766e-04
1225,1.26773508622523606e-17,1.26773510428336134e-17
1226,1.28444141471945045e-04,1.28444138681516051e-04
1227,2.45035197199441131e-04,2.45035189436748624e-04
1228,3.38255465237489300e-04,3.38255456881597638e-04
1229,3.98814029520525937e-04,3.98814037907868624e-04
1230,4.20572188794334845e-04,4.20572177972644567e-04
1231,4.01164820011631592e-04,4.01164812501519918e-04
1232,3.42254866219982522e-04,3.42254876159131527e-04
1233,2.49393794680983116e-04,2.49393808189779520e-04
1234,1.31499403761859595e-04,1.31499400595203042e-04
1235,2.17587187972259602e-17,2.17587180066889258e-17
1236,-1.32272982257913418e-04,-1.32272980408743024e-04
1237,-2.52336659902962655e-04,-2.52336671110242605e-04
1238,-3.48330618186163277e-04,-3.48330620909109712e-04
1239,-4.10688102715813809e-04,-4.10688109695911407e-04
1240,-4.33088875023827197e-04,-4.33088862337172031e-04
1241,-4.13098880562928761e-04,-4.13098867284134030e-04
1242,-3.52432074900538316e-04,-3.52432078216224909e-04
1243,-2.56806477577816263e-04,-2.56806466495618224e-04
1244,-1.35406205580441665e-04,-1.35406211484223604e-04
1245,5.38746597397418080e-17,5.38746604161053673e-17
1246,1.36199211742285450e-04,1.36199218104593456e-04
1247,2.59823249405427635e-04,2.59823253145441413e-04
1248,3.58660410281963743e-04,3.58660414349287748e-04
1249,4.22861321947661092e-04,4.22861310653388500e-04
1250,4.45919886147536396e-04,4.45919897174462676e-04
1251,4.25331671481230520e-04,4.25331672886386514e-04
1252,3.62863215530472266e-04,3.62863211194053292e-04
1253,2.64403516525887352e-04,2.64403526671230793e-04
1254,1.39409855789453252e-04,1.39409850817173719e-04
1255,-9.84175839675247083e-18,-9.84175853220897094e-18
1256,-1.40222137982911704e-04,-1.40222138725221157e-04
1257,-2.67493618094729419e-04,-2.67493625869974494e-04
1258,-3.69242943304068795e-04,-3.69242945453152061e-04
1259,-4.35331404605980078e-04,-4.35331399785354733e-04
1260,-4.59062768227925654e-04,-4.59062779555097222e-04
1261,-4.37860807604522739e-04,-4.37860813690349460e-04
1262,-3.73546215418362826e-04,-3.73546208720654249e-04
1263,-2.72183373775319729e-04,-2.72183388005942106e-04
1264,-1.43509529167611772e-04,-1.43509532790631056e-04
1265,1.65873049540645804e-17,1.65873055853768295e-17
1266,1.44340902102354341e-04,1.44340898259542882e-04
1267,2.75346100188028815e-04,2.75346101261675358e-04
1268,3.80075880230840808e-04,3.80075885914266109e-04
1269,4.48095551219013656e-04,4.48095554020255804e-04
1270,4.72514522802437947e-04,4.72514511784538627e-04
1271,4.50683384894159846e-04,4.50683379312977195e-04
1272,3.84478559644393870e-04,3.84478567866608500e-04
1273,2.80144189670109174e-04,2.80144187854602933e-04
1274,1.47704230940232318e-04,1.47704224218614399e-04
1275,2.81262805798120983e-17,2.81262815702282282e-17
1276,-1.48554475045343599e-04,-1.48554478073492646e-04
1277,-2.83378705618068895e-04,-2.83378700260072947e-04
1278,-3.91156436903678092e-04,-3.91156441764906049e-04
1279,-4.61150435744369638e-04,-4.61150426417589188e-04
1280,-4.86271596772636333e-04,-4.86271601403132081e-04
1281,-4.63795970910546758e-04,-4.63795964606106281e-04
1282,-3.95657283038055229e-04,-3.95657290937379003e-04
1283,-2.88283776877004531e-04,-2.88283772533759475e-04
1284,-1.51992793776207949e-04,-1.51992790051735938e-04
1285,-2.32151544923800514e-17,-2.32151547635457429e-17
1286,1.52861654636244964e-04,1.52861655806191266e-04
1287,2.91589114497005277e-04,2.91589123662561178e-04
1288,4.02481374487054483e-04,4.02481382479891181e-04
1289,4.74492196802482754e-04,4.74492204375565052e-04
1290,5.00329873287474656e-04,5.00329886563122272e-04
1291,4.77194596240717401e-04,4.77194582344964147e-04
1292,4.07078962968258960e-04,4.07078972784802318e-04
1293,2.96599615208219096e-04,2.96599610010161996e-04
1294,1.56373875097958685e-04,1.56373876961879432e-04
1295,-8.47698987310630066e-18,-8.47698993083528037e-18
1296,-1.57261062954180264e-04,-1.57261063577607274e-04
1297,-2.99974672183678888e-04,-2.99974664812907577e-04
1298,-4.14046992766188917e-04,-4.14046982768923044e-04
1299,-4.88116429896945272e-04,-4.88116435008123517e-04
1300,-5.14684663670610283e-04,-5.14684652443975210e-04
1301,-4.90874746921728870e-04,-4.90874750539660454e-04
1302,-4.18739712986025041e-04,-4.18739713495597243e-04
1303,-3.05088847065259152e-04,-3.05088848108425736e-04
1304,-1.60845954719756820e-04,-1.60845956997945905e-04
1305,2.57202180175568392e-17,2.57202183091033838e-17
1306,1.61751144037896482e-04,1.61751144332811236e-04
1307,3.08532384984491748e-04,3.08532384224236012e-04
1308,4.25849124317464100e-04,4.25849109888076782e-04
1309,5.02018180668041092e-04,5.02018199767917395e-04
1310,5.29330700436379635e-04,5.29330689460039139e-04
1311,5.04831357905225929e-04,5.04831376019865274e-04
1312,4.30635177354972193e-04,4.30635176599025726e-04
1313,3.13748273531886572e-04,3.13748285407200456e-04
1314,1.65407332827979516e-04,1.65407327585853636e-04
1315,4.60236475401857606e-17,4.60236476856257161e-17
1316,-1.66330161937363463e-04,-1.66330166393890977e-04
1317,-3.17258916511598498e-04,-3.17258905852213502e-04
1318,-4.37883129590166528e-04,-4.37883136328309774e-04
1319,-5.16191939218931190e-04,-5.16191939823329449e-04
1320,-5.44262131440694918e-04,-5.44262118637561798e-04
1321,-5.19058807603411747e-04,-5.19058783538639545e-04
1322,-4.42760526506491179e-04,-4.42760530859231949e-04
1323,-3.22574351140001033e-04,-3.22574342135339975e-04
1324,-1.70056128317672486e-04,-1.70056126080453396e-04
1325,-8.63223931542278701e-18,-8.63223932410229537e-18
1326,1.70996199121570605e-04,1.70996194356121123e-04
1327,3.26150584726584087e-04,3.26150591718032956e-04
1328,4.50143892931089329e-04,4.50143881607800722e-04
1329,5.30631635556907174e-04,5.30631630681455135e-04
1330,5.59472515205862333e-04,5.59472537133842707e-04
1331,5.33550913557897773e-04,5.33550919499248266e-04
1332,4.55110453451458997e-04,4.55110450275242329e-04
1333,3.31563189334138696e-04,3.31563176587224007e-04
1334,1.74790277496369306e-04,1.74790271557867527e-04
1335,-1.45563137388234163e-17,-1.45563141381243547e-17
1336,-1.75747155258498898e-04,-1.75747161847539246e-04
1337,-3.35203359689267258e-04,-3.35203367285430431e-04
1338,-4.62625819587399179e-04,-4.62625815998762846e-04
1339,-5.45330636184771650e-04,-5.45330636668950319e-04
1340,-5.74954817461020341e-04,-5.74954843614250422e-04
1341,-5.48300929265787521e-04,-5.48300915397703648e-04
1342,-4.67679171181853664e-04,-4.67679172288626432e-04
1343,-3.40710548655472002e-04,-3.40710539603605866e-04
1344,-1.79607533168452073e-04,-1.79607537575066090e-04
1345,4.60166156482557112e-17,4.60166166504190154e-17
1346,1.80580746375942532e-04,1.80580740561708808e-04
1347,3.44412862037176174e-04,3.44412866979837418e-04
1348,4.75322833713788409e-04,4.75322827696800232e-04
1349,5.60281741880380951e-04,5.60281740035861731e-04
1350,5.90701408932109320e-04,5.90701412875205278e-04
1351,5.63301542199873100e-04,5.63301553484052420e-04
1352,4.80460411088605042e-04,4.80460410472005606e-04
1353,3.50011839668645656e-04,3.50011832779273391e-04
1354,1.84505464109465658e-04,1.84505464858375490e-04
1355,-1.01352951012700107e-17,-1.01352951531019886e-17
1356,-1.85494504416156681e-04,-1.85494500328786671e-04
1357,-3.53774362212967036e-04,-3.53774375980719924e-04
1358,-4.88228377415255137e-04,-4.88228368340060115e-04
1359,-5.75477186692800345e-04,-5.75477199163287878e-04
1360,-6.06704064418483904e-04,-6.06704037636518478e-04
1361,-5.78544873052382297e-04,-5.78544859308749437e-04
1362,-4.93447422424810674e-04,-4.93447412736713886e-04
1363,-3.59462122647658477e-04,-3.59462108463048935e-04
1364,-1.89481454942852431e-04,-1.89481448614969850e-04
1365,3.60100073374911626e-17,3.60100076395731265e-17
1366,1.90485777192685212e-04,1.90485778148286045e-04
1367,3.63282780460483657e-04,3.63282772013917565e-04
1368,5.01335410847356783e-04,5.01335423905402422e-04
1369,5.90908638187655840e-04,5.90908632148057222e-04
1370,6.22953963181754064e-04,6.22953986749053001e-04
1371,5.94022476233469041e-04,5.94022450968623161e-04
1372,5.06632972836352190e-04,5.06632961332798004e-04
1373,3.69056108040762194e-04,3.69056098861619830e-04
1374,1.94532706424392046e-04,1.94532709429040551e-04
1375,2.33646391204176842e-18,2.33646387079432633e-18
1376,-1.95551728759127126e-04,-1.95551721844822168e-04
1377,-3.72932687604702912e-04,-3.72932699974626303e-04
1378,-5.14636413399824312e-04,-5.14636398293077946e-04
1379,-6.06567198965807393e-04,-6.06567191425710917e-04
1380,-6.39441690679277475e-04,-6.39441714156419039e-04
1381,-6.09725341647007974e-04,-6.09725364483892918e-04
1382,-5.20009349983934074e-04,-5.20009372849017382e-04
1383,-3.78788157727790755e-04,-3.78788157831877470e-04
1384,-1.99656236146528968e-04,-1.99656235054135323e-04
1385,4.64292346779698817e-17,4.64292341922951669e-17
1386,2.00689340196512253e-04,2.00689333723857999e-04
1387,3.82718306631075014e-04,3.82718309992924333e-04
1388,5.28123385980377785e-04,5.28123404365032911e-04
1389,6.22443409479782740e-04,6.22443389147520065e-04
1390,6.56157241662292377e-04,6.56157266348600388e-04
1391,6.25643897769352837e-04,6.25643879175186157e-04
1392,5.33568364272126025e-04,5.33568381797522306e-04
1393,3.88652287085594248e-04,3.88652289984747767e-04
1394,2.04848879665804406e-04,2.04848882276564837e-04
1395,5.14839404992960605e-18,5.14839405281627690e-18
1396,-2.05895410827899145e-04,-2.05895412364043295e-04
1397,-3.92633515075780509e-04,-3.92633519368246198e-04
1398,-5.41787854418323699e-04,-5.41787827387452126e-04
1399,-6.38527252166551807e-04,-6.38527271803468466e-04
1400,-6.73090024661540274e-04,-6.73090049531310797e-04
1401,-6.41768016047510352e-04,-6.41768041532486677e-04
1402,-5.47301352705173373e-04,-5.47301373444497585e-04
1403,-3.98642167870088811e-04,-3.98642179789021611e-04
1404,-2.10107292062676736e-04,-2.10107289603911340e-04
1405,5.80019122734900977e-17,5.80019111696632010e-17
1406,2.11166559863308780e-04,2.11166552617214620e-04
1407,4.02671848239309529e-04,4.02671837946400046e-04
1408,5.55620874000114303e-04,5.55620878003537655e-04
1409,6.54808156914370599e-04,6.54808129183948040e-04
1410,6.90228867875687093e-04,6.90228887833654881e-04
1411,6.58087016634144924e-04,6.58087024930864573e-04
1412,5.61199183878489114e-04,5.61199209187179804e-04
1413,4.08751131927669314e-04,4.08751133363693953e-04
1414,2.15427949934922142e-04,2.15427950024604797e-04
1415,4.40551444473846321e-18,4.40551431162067221e-18
1416,-2.16499228482474872e-04,-2.16499232919886708e-04
1417,-4.12826503229169796e-04,-4.12826513638719916e-04
1418,-5.69613035150143602e-04,-5.69613010156899691e-04
1419,-6.71275007874856948e-04,-6.71275018248707056e-04
1420,-7.07562026476968309e-04,-7.07562023308128119e-04
1421,-6.74589675470295001e-04,-6.74589653499424458e-04
1422,-5.75252264119833481e-04,-5.75252284761518240e-04
1423,-4.18972175738988560e-04,-4.18972165789455175e-04
1424,-2.20807153832152720e-04,-2.20807152800261974e-04
1425,5.88609656459771625e-17,5.88609680143015721e-17
1426,2.21889682355571179e-04,2.21889684326015413e-04
1427,4.23090343840864299e-04,4.23090357799082994e-04
1428,5.83754470262496826e-04,5.83754444960504770e-04
1429,6.87916151631364696e-04,6.87916122842580080e-04
1430,7.25077191341818119e-04,7.25077174138277769e-04
1431,6.91264232725391612e-04,6.91264227498322725e-04
1432,5.89450544783598376e-04,5.89450530242174864e-04
1433,4.29297965804018120e-04,4.29297972004860640e-04
1434,2.26241031129518686e-04,2.26241027121432126e-04
1435,1.23614802260778386e-17,1.23614805454016641e-17
1436,-2.27334014607341584e-04,-2.27334021474234760e-04
1437,-4.33455906277618451e-04,-4.33455919846892357e-04
1438,-5.98034861691276710e-04,-5.98034879658371210e-04
1439,-7.04719406726909557e-04,-7.04719393979758024e-04
1440,-7.42761499213490410e-04,-7.42761476431041956e-04
1441,-7.08098402597815433e-04,-7.08098406903445721e-04
1442,-6.03783530704331164e-04,-6.03783526457846165e-04
1443,-4.39720844867194541e-04,-4.39720839494839311e-04
1444,-2.31725539345920581e-04,-2.31725542107596993e-04
1445,-1.31748840796516777e-17,-1.31748844648526211e-17
1446,2.32828149222051519e-04,2.32828155276365578e-04
1447,4.43915405713862538e-04,4.43915399955585599e-04
1448,6.12443450898248701e-04,6.12443429417908192e-04
1449,7.21672074555694543e-04,7.21672084182500839e-04
1450,7.60601544295954625e-04,7.60601542424410582e-04
1451,7.25079384478546766e-04,7.25079386029392481e-04
1452,6.18240289808059213e-04,6.18240272160619497e-04
1453,4.50232838985221149e-04,4.50232852017506957e-04
1454,2.37256469903277347e-04,2.37256463151425123e-04
